Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary
Java Backend Developer,Build full stack solutions using Python to enhance user experience.,"azure, kubernetes, node.js, python",£59 - £74,Da Nang,KMS Technology,Senior,IT Infrastructure,Full-Time,2022-12-12,59,74,2022-12,66.5
Cybersecurity Analyst,Develop and maintain web applications using Azure for client projects.,"azure, node.js",£57 - £66,Hanoi,Zalo,Senior,Cloud Computing,Contract-Type,2022-01-31,57,66,2022-01,61.5
Cybersecurity Analyst,Design scalable backend systems with SQL to support web platforms.,"kubernetes, python, spring, sql",£27 - £36,Hanoi,Haravan,Entry-Level,IT Infrastructure,Full-Time,2022-07-09,27,36,2022-07,31.5
API Developer,Build full stack solutions using Spring to enhance user experience.,"kubernetes, pandas, spring",£22 - £33,Ho Chi Minh City,NashTech,Entry-Level,Data Science,Full-Time,2022-04-11,22,33,2022-04,27.5
Web Developer,Develop and maintain web applications using React for client projects.,"aws, react",£53 - £61,Da Nang,Tiki,Senior,Mobile Development,Full-Time,2022-04-08,53,61,2022-04,57.0
Java Backend Developer,Design scalable backend systems with Flutter to support web platforms.,"flutter, python",£53 - £62,Can Tho,Nexlify Vietnam,Senior,Artificial Intelligence,Contract-Type,2022-09-13,53,62,2022-09,57.5
API Developer,Develop and maintain web applications using Flutter for client projects.,"flutter, java, pandas",£35 - £44,Hai Phong,Axon Active,Mid-Level,Web Development,Part-Time,2022-11-02,35,44,2022-11,39.5
Cybersecurity Analyst,Integrate APIs and microservices using SQL for web systems.,"azure, sql",£58 - £66,Hanoi,KMS Technology,Senior,Mobile Development,Contract-Type,2022-12-14,58,66,2022-12,62.0
DevOps Engineer,Create responsive front-end interfaces with Flutter for modern web apps.,"aws, flutter, kubernetes, python",£17 - £28,Remote,Grab Vietnam,Entry-Level,Software Development,Contract-Type,2022-07-16,17,28,2022-07,22.5
Java Backend Developer,Design scalable backend systems with Kubernetes to support web platforms.,"azure, kubernetes, pandas",£35 - £47,Hai Phong,Shopee Vietnam,Mid-Level,IT Infrastructure,Part-Time,2022-04-23,35,47,2022-04,41.0
Data Scientist,Design scalable backend systems with AWS to support web platforms.,"aws, azure, flutter, java",£59 - £66,Ho Chi Minh City,TMA Solutions,Senior,Artificial Intelligence,Full-Time,2022-11-05,59,66,2022-11,62.5
Full Stack Web Developer,Develop and maintain web applications using SQL for client projects.,"flutter, react, sql",£30 - £41,Remote,Zalo,Mid-Level,Data Science,Full-Time,2022-04-29,30,41,2022-04,35.5
Full Stack Web Developer,Lead development of web and full stack projects utilizing React.,"flutter, pandas, react",£30 - £38,Remote,Zalo,Mid-Level,Cybersecurity,Full-Time,2022-08-02,30,38,2022-08,34.0
Java Backend Developer,Integrate APIs and microservices using Java for web systems.,"java, react, sql",£60 - £72,Nha Trang,Zalo,Senior,Data Science,Part-Time,2022-03-18,60,72,2022-03,66.0
Cybersecurity Analyst,Optimize Java-based web applications with React for performance.,"pandas, react",£62 - £77,Hanoi,Lazada Vietnam,Senior,Data Science,Part-Time,2022-01-29,62,77,2022-01,69.5
Data Scientist,Optimize Java-based web applications with Java for performance.,"aws, java, python, react",£32 - £40,Hanoi,NashTech,Mid-Level,Artificial Intelligence,Full-Time,2022-03-18,32,40,2022-03,36.0
Cybersecurity Analyst,Create responsive front-end interfaces with Java for modern web apps.,"azure, java",£42 - £53,Hanoi,Viettel Solutions,Mid-Level,IT Infrastructure,Full-Time,2022-12-07,42,53,2022-12,47.5
DevOps Engineer,Build full stack solutions using Python to enhance user experience.,"python, react, sql",£35 - £40,Hanoi,TMA Solutions,Mid-Level,Mobile Development,Part-Time,2022-07-20,35,40,2022-07,37.5
Java Backend Developer,Develop and maintain web applications using Azure for client projects.,"aws, azure, kubernetes, pandas",£27 - £36,Remote,Shopee Vietnam,Mid-Level,Artificial Intelligence,Full-Time,2022-06-30,27,36,2022-06,31.5
Java Backend Developer,Build full stack solutions using Python to enhance user experience.,"kubernetes, node.js, python, react",£56 - £68,Ho Chi Minh City,VinAI,Senior,Cybersecurity,Full-Time,2022-05-20,56,68,2022-05,62.0
Full Stack Web Developer,Integrate APIs and microservices using Pandas for web systems.,"azure, kubernetes, node.js, pandas",£27 - £40,Da Nang,Techcombank IT,Mid-Level,Web Development,Full-Time,2022-12-29,27,40,2022-12,33.5
Data Scientist,Optimize Java-based web applications with Java for performance.,"aws, java",£36 - £43,Remote,Shopee Vietnam,Mid-Level,Artificial Intelligence,Full-Time,2022-08-16,36,43,2022-08,39.5
API Developer,Create responsive front-end interfaces with Azure for modern web apps.,"azure, django, pandas, sql",£56 - £66,Remote,Shopee Vietnam,Senior,Web Development,Contract-Type,2022-01-23,56,66,2022-01,61.0
Web Developer,Integrate APIs and microservices using Django for web systems.,"django, kubernetes, python",£35 - £46,Ho Chi Minh City,NashTech,Mid-Level,Cybersecurity,Full-Time,2022-11-23,35,46,2022-11,40.5
DevOps Engineer,Lead development of web and full stack projects utilizing Django.,"django, kubernetes, python",£33 - £41,Remote,Grab Vietnam,Mid-Level,Artificial Intelligence,Full-Time,2022-06-28,33,41,2022-06,37.0
Machine Learning Engineer,Optimize Java-based web applications with Django for performance.,"django, react",£27 - £35,Ho Chi Minh City,NashTech,Entry-Level,Software Development,Full-Time,2022-04-08,27,35,2022-04,31.0
Machine Learning Engineer,Develop and maintain web applications using Java for client projects.,"azure, java, spring",£39 - £54,Hanoi,Shopee Vietnam,Mid-Level,Web Development,Full-Time,2022-05-10,39,54,2022-05,46.5
DevOps Engineer,Design scalable backend systems with Node.js to support web platforms.,"django, node.js, python, react",£29 - £40,Hue,Techcombank IT,Mid-Level,IT Infrastructure,Part-Time,2022-08-27,29,40,2022-08,34.5
Full Stack Web Developer,Design scalable backend systems with Node.js to support web platforms.,"azure, node.js, pandas, spring",£55 - £65,Ho Chi Minh City,VNG,Senior,Software Development,Full-Time,2022-09-16,55,65,2022-09,60.0
Machine Learning Engineer,Integrate APIs and microservices using Pandas for web systems.,"node.js, pandas, python, sql",£17 - £26,Remote,Axon Active,Entry-Level,Web Development,Full-Time,2022-11-11,17,26,2022-11,21.5
Cybersecurity Analyst,Lead development of web and full stack projects utilizing Flutter.,"django, flutter",£21 - £35,Ho Chi Minh City,KMS Technology,Entry-Level,Cybersecurity,Part-Time,2022-04-01,21,35,2022-04,28.0
Cybersecurity Analyst,Integrate APIs and microservices using Azure for web systems.,"azure, flutter, python, react",£22 - £28,Remote,Axon Active,Entry-Level,IT Infrastructure,Full-Time,2022-07-20,22,28,2022-07,25.0
DevOps Engineer,Integrate APIs and microservices using Kubernetes for web systems.,"aws, kubernetes, python, react",£15 - £20,Da Nang,Shopee Vietnam,Entry-Level,IT Infrastructure,Full-Time,2022-06-08,15,20,2022-06,17.5
DevOps Engineer,Integrate APIs and microservices using Flutter for web systems.,"flutter, java",£21 - £30,Ho Chi Minh City,Grab Vietnam,Entry-Level,Web Development,Full-Time,2022-10-13,21,30,2022-10,25.5
API Developer,Integrate APIs and microservices using React for web systems.,"python, react",£42 - £53,Hanoi,NashTech,Mid-Level,Cybersecurity,Full-Time,2022-09-21,42,53,2022-09,47.5
Full Stack Web Developer,Develop and maintain web applications using Spring for client projects.,"node.js, spring",£56 - £70,Ho Chi Minh City,VNG,Senior,IT Infrastructure,Full-Time,2022-12-19,56,70,2022-12,63.0
Cybersecurity Analyst,Optimize Java-based web applications with Azure for performance.,"azure, django, java",£23 - £28,Hanoi,KMS Technology,Entry-Level,Data Science,Full-Time,2022-03-24,23,28,2022-03,25.5
Web Developer,Optimize Java-based web applications with Spring for performance.,"azure, spring",£59 - £74,Hanoi,Zalo,Senior,Data Science,Full-Time,2022-12-14,59,74,2022-12,66.5
Data Scientist,Create responsive front-end interfaces with React for modern web apps.,"aws, node.js, pandas, react",£27 - £39,Ho Chi Minh City,TMA Solutions,Entry-Level,Data Science,Part-Time,2022-12-23,27,39,2022-12,33.0
Web Developer,Optimize Java-based web applications with Python for performance.,"azure, node.js, python, react",£57 - £66,Ho Chi Minh City,VNG,Senior,Data Science,Full-Time,2022-07-19,57,66,2022-07,61.5
Full Stack Web Developer,Build full stack solutions using Java to enhance user experience.,"java, kubernetes, node.js, pandas",£32 - £40,Ho Chi Minh City,NashTech,Mid-Level,Artificial Intelligence,Full-Time,2022-12-30,32,40,2022-12,36.0
DevOps Engineer,Design scalable backend systems with Pandas to support web platforms.,"kubernetes, pandas, spring",£22 - £31,Nha Trang,CMC Global,Entry-Level,Mobile Development,Full-Time,2022-01-19,22,31,2022-01,26.5
Machine Learning Engineer,Integrate APIs and microservices using Java for web systems.,"java, python",£15 - £29,Da Nang,CMC Global,Entry-Level,IT Infrastructure,Full-Time,2022-12-02,15,29,2022-12,22.0
API Developer,Design scalable backend systems with Java to support web platforms.,"java, react",£60 - £74,Hanoi,Lazada Vietnam,Senior,IT Infrastructure,Full-Time,2022-09-20,60,74,2022-09,67.0
Web Developer,Design scalable backend systems with AWS to support web platforms.,"aws, react",£28 - £36,Remote,VinAI,Mid-Level,IT Infrastructure,Full-Time,2022-05-14,28,36,2022-05,32.0
Cybersecurity Analyst,Optimize Java-based web applications with Pandas for performance.,"azure, pandas",£34 - £46,Hanoi,Techcombank IT,Mid-Level,Mobile Development,Part-Time,2022-06-07,34,46,2022-06,40.0
DevOps Engineer,Integrate APIs and microservices using Node.js for web systems.,"azure, node.js, sql",£59 - £68,Can Tho,Haravan,Senior,Cloud Computing,Full-Time,2022-08-04,59,68,2022-08,63.5
Cybersecurity Analyst,Create responsive front-end interfaces with Spring for modern web apps.,"java, kubernetes, react, spring",£61 - £74,Hanoi,NashTech,Senior,Cybersecurity,Full-Time,2022-09-05,61,74,2022-09,67.5
Web Developer,Design scalable backend systems with Pandas to support web platforms.,"django, java, pandas, python",£59 - £69,Ho Chi Minh City,FPT Software,Senior,Data Science,Part-Time,2022-12-08,59,69,2022-12,64.0
Data Scientist,Lead development of web and full stack projects utilizing Node.js.,"java, node.js, pandas, spring",£30 - £45,Remote,Techcombank IT,Mid-Level,IT Infrastructure,Full-Time,2022-02-15,30,45,2022-02,37.5
Full Stack Web Developer,Integrate APIs and microservices using Node.js for web systems.,"azure, node.js, spring",£22 - £37,Remote,KMS Technology,Entry-Level,Mobile Development,Full-Time,2022-03-31,22,37,2022-03,29.5
Cybersecurity Analyst,Develop and maintain web applications using AWS for client projects.,"aws, react",£31 - £41,Da Nang,KMS Technology,Mid-Level,Artificial Intelligence,Full-Time,2022-09-04,31,41,2022-09,36.0
Web Developer,Build full stack solutions using AWS to enhance user experience.,"aws, sql",£65 - £75,Ho Chi Minh City,TMA Solutions,Senior,Mobile Development,Part-Time,2022-11-22,65,75,2022-11,70.0
Machine Learning Engineer,Design scalable backend systems with Kubernetes to support web platforms.,"azure, django, kubernetes",£57 - £70,Ho Chi Minh City,Shopee Vietnam,Senior,IT Infrastructure,Part-Time,2022-11-06,57,70,2022-11,63.5
Data Scientist,Develop and maintain web applications using Pandas for client projects.,"azure, flutter, kubernetes, pandas",£41 - £55,Hanoi,Nexlify Vietnam,Mid-Level,Cloud Computing,Full-Time,2022-03-16,41,55,2022-03,48.0
Web Developer,Design scalable backend systems with Azure to support web platforms.,"azure, node.js",£27 - £33,Remote,Tiki,Mid-Level,Web Development,Full-Time,2022-02-26,27,33,2022-02,30.0
Data Scientist,Develop and maintain web applications using Python for client projects.,"python, react, spring",£33 - £47,Hanoi,NashTech,Mid-Level,Artificial Intelligence,Full-Time,2022-03-14,33,47,2022-03,40.0
Data Scientist,Integrate APIs and microservices using SQL for web systems.,"aws, sql",£23 - £33,Ho Chi Minh City,FPT Software,Entry-Level,Cybersecurity,Contract-Type,2022-04-30,23,33,2022-04,28.0
Java Backend Developer,Build full stack solutions using Kubernetes to enhance user experience.,"java, kubernetes, spring",£56 - £65,Hue,KMS Technology,Senior,Mobile Development,Full-Time,2022-07-16,56,65,2022-07,60.5
Full Stack Web Developer,Create responsive front-end interfaces with AWS for modern web apps.,"aws, django, python, react",£20 - £32,Ho Chi Minh City,CMC Global,Entry-Level,Software Development,Full-Time,2022-03-07,20,32,2022-03,26.0
Web Developer,Integrate APIs and microservices using Flutter for web systems.,"flutter, kubernetes",£21 - £31,Ho Chi Minh City,Techcombank IT,Entry-Level,Software Development,Full-Time,2022-01-06,21,31,2022-01,26.0
Cybersecurity Analyst,Build full stack solutions using Kubernetes to enhance user experience.,"kubernetes, react, sql",£15 - £29,Da Nang,Grab Vietnam,Entry-Level,Cloud Computing,Full-Time,2022-06-26,15,29,2022-06,22.0
Full Stack Web Developer,Create responsive front-end interfaces with React for modern web apps.,"node.js, python, react",£36 - £45,Ho Chi Minh City,Lazada Vietnam,Mid-Level,Artificial Intelligence,Contract-Type,2022-01-15,36,45,2022-01,40.5
Java Backend Developer,Develop and maintain web applications using SQL for client projects.,"kubernetes, python, react, sql",£34 - £40,Ho Chi Minh City,Grab Vietnam,Mid-Level,Web Development,Full-Time,2022-03-21,34,40,2022-03,37.0
Machine Learning Engineer,Design scalable backend systems with SQL to support web platforms.,"spring, sql",£36 - £42,Ho Chi Minh City,CMC Global,Mid-Level,Cloud Computing,Contract-Type,2022-04-30,36,42,2022-04,39.0
Java Backend Developer,Optimize Java-based web applications with React for performance.,"aws, java, pandas, react",£64 - £76,Hanoi,Techcombank IT,Senior,IT Infrastructure,Full-Time,2022-01-31,64,76,2022-01,70.0
Web Developer,Lead development of web and full stack projects utilizing Spring.,"flutter, python, spring, sql",£32 - £40,Ho Chi Minh City,NashTech,Mid-Level,Data Science,Full-Time,2022-11-14,32,40,2022-11,36.0
API Developer,Design scalable backend systems with Pandas to support web platforms.,"java, pandas, sql",£27 - £40,Da Nang,Shopee Vietnam,Mid-Level,Cloud Computing,Contract-Type,2022-09-17,27,40,2022-09,33.5
Java Backend Developer,Optimize Java-based web applications with Node.js for performance.,"node.js, pandas, python, react",£63 - £68,Ho Chi Minh City,Axon Active,Senior,Cybersecurity,Full-Time,2022-12-14,63,68,2022-12,65.5
Data Scientist,Design scalable backend systems with Node.js to support web platforms.,"aws, node.js, python",£34 - £48,Da Nang,Techcombank IT,Mid-Level,Software Development,Full-Time,2022-05-22,34,48,2022-05,41.0
Java Backend Developer,Build full stack solutions using Pandas to enhance user experience.,"pandas, python, react",£42 - £55,Hanoi,NashTech,Mid-Level,Data Science,Full-Time,2022-06-08,42,55,2022-06,48.5
Java Backend Developer,Design scalable backend systems with AWS to support web platforms.,"aws, kubernetes",£36 - £46,Remote,Haravan,Mid-Level,IT Infrastructure,Full-Time,2022-05-24,36,46,2022-05,41.0
Cybersecurity Analyst,Integrate APIs and microservices using Django for web systems.,"django, python",£57 - £67,Hai Phong,Viettel Solutions,Senior,Artificial Intelligence,Full-Time,2022-05-16,57,67,2022-05,62.0
Data Scientist,Build full stack solutions using AWS to enhance user experience.,"aws, python",£35 - £50,Remote,Haravan,Mid-Level,IT Infrastructure,Full-Time,2022-11-27,35,50,2022-11,42.5
API Developer,Lead development of web and full stack projects utilizing Azure.,"azure, pandas, react",£30 - £38,Ho Chi Minh City,Viettel Solutions,Entry-Level,Mobile Development,Full-Time,2022-07-13,30,38,2022-07,34.0
Full Stack Web Developer,Optimize Java-based web applications with Python for performance.,"aws, pandas, python",£58 - £63,Da Nang,FPT Software,Senior,Data Science,Contract-Type,2022-12-13,58,63,2022-12,60.5
Machine Learning Engineer,Build full stack solutions using React to enhance user experience.,"pandas, react, spring, sql",£34 - £49,Ho Chi Minh City,Shopee Vietnam,Mid-Level,Web Development,Full-Time,2022-02-20,34,49,2022-02,41.5
Web Developer,Create responsive front-end interfaces with AWS for modern web apps.,"aws, django, java",£55 - £62,Ho Chi Minh City,Lazada Vietnam,Senior,IT Infrastructure,Full-Time,2022-12-28,55,62,2022-12,58.5
Full Stack Web Developer,Lead development of web and full stack projects utilizing Azure.,"azure, node.js, sql",£61 - £67,Ho Chi Minh City,Techcombank IT,Senior,Cloud Computing,Full-Time,2022-03-06,61,67,2022-03,64.0
Web Developer,Design scalable backend systems with AWS to support web platforms.,"aws, python",£35 - £49,Ho Chi Minh City,KMS Technology,Mid-Level,Web Development,Full-Time,2022-01-19,35,49,2022-01,42.0
Java Backend Developer,Integrate APIs and microservices using SQL for web systems.,"flutter, kubernetes, node.js, sql",£28 - £42,Remote,Nexlify Vietnam,Mid-Level,IT Infrastructure,Full-Time,2022-11-06,28,42,2022-11,35.0
Java Backend Developer,Develop and maintain web applications using Pandas for client projects.,"java, pandas",£55 - £69,Hanoi,KMS Technology,Senior,Artificial Intelligence,Part-Time,2022-08-13,55,69,2022-08,62.0
API Developer,Build full stack solutions using Flutter to enhance user experience.,"flutter, kubernetes, pandas",£65 - £71,Hanoi,Tiki,Senior,Software Development,Contract-Type,2022-09-24,65,71,2022-09,68.0
Full Stack Web Developer,Build full stack solutions using Node.js to enhance user experience.,"django, kubernetes, node.js, sql",£35 - £46,Hanoi,FPT Software,Mid-Level,Web Development,Contract-Type,2022-07-07,35,46,2022-07,40.5
API Developer,Lead development of web and full stack projects utilizing Azure.,"azure, flutter, pandas, python",£56 - £63,Remote,Grab Vietnam,Senior,Mobile Development,Part-Time,2022-04-02,56,63,2022-04,59.5
Data Scientist,Create responsive front-end interfaces with AWS for modern web apps.,"aws, spring",£23 - £36,Remote,Shopee Vietnam,Entry-Level,Web Development,Full-Time,2022-07-06,23,36,2022-07,29.5
Machine Learning Engineer,Design scalable backend systems with Python to support web platforms.,"aws, java, python, sql",£62 - £70,Hanoi,Tiki,Senior,Cybersecurity,Full-Time,2022-12-10,62,70,2022-12,66.0
Cybersecurity Analyst,Lead development of web and full stack projects utilizing React.,"pandas, react",£21 - £28,Nha Trang,VinAI,Entry-Level,Mobile Development,Full-Time,2022-08-17,21,28,2022-08,24.5
API Developer,Develop and maintain web applications using Flutter for client projects.,"flutter, react",£35 - £41,Ho Chi Minh City,Haravan,Mid-Level,Web Development,Full-Time,2022-11-01,35,41,2022-11,38.0
Cybersecurity Analyst,Create responsive front-end interfaces with React for modern web apps.,"aws, java, react",£50 - £59,Quy Nhon,KMS Technology,Senior,Data Science,Full-Time,2022-01-31,50,59,2022-01,54.5
API Developer,Develop and maintain web applications using AWS for client projects.,"aws, azure, kubernetes, react",£65 - £79,Ho Chi Minh City,Shopee Vietnam,Senior,Mobile Development,Part-Time,2022-09-26,65,79,2022-09,72.0
Java Backend Developer,Develop and maintain web applications using Flutter for client projects.,"flutter, java",£40 - £53,Ho Chi Minh City,Viettel Solutions,Mid-Level,Cybersecurity,Part-Time,2022-10-24,40,53,2022-10,46.5
Full Stack Web Developer,Design scalable backend systems with AWS to support web platforms.,"aws, kubernetes, sql",£35 - £50,Can Tho,TMA Solutions,Mid-Level,Artificial Intelligence,Full-Time,2022-10-22,35,50,2022-10,42.5
DevOps Engineer,Create responsive front-end interfaces with SQL for modern web apps.,"java, pandas, react, sql",£24 - £32,Ho Chi Minh City,TMA Solutions,Entry-Level,Data Science,Full-Time,2022-01-03,24,32,2022-01,28.0
Java Backend Developer,Integrate APIs and microservices using Node.js for web systems.,"django, node.js",£29 - £39,Da Nang,Tiki,Mid-Level,IT Infrastructure,Part-Time,2022-10-18,29,39,2022-10,34.0
Machine Learning Engineer,Create responsive front-end interfaces with Flutter for modern web apps.,"aws, azure, flutter",£33 - £38,Da Nang,Viettel Solutions,Mid-Level,Data Science,Full-Time,2022-02-21,33,38,2022-02,35.5
Web Developer,Create responsive front-end interfaces with Kubernetes for modern web apps.,"azure, kubernetes, pandas, react",£20 - £32,Nha Trang,VinAI,Entry-Level,Web Development,Full-Time,2022-09-11,20,32,2022-09,26.0
Java Backend Developer,Optimize Java-based web applications with Flutter for performance.,"azure, flutter, java, python",£21 - £35,Ho Chi Minh City,KMS Technology,Entry-Level,Software Development,Full-Time,2022-10-05,21,35,2022-10,28.0
Web Developer,Integrate APIs and microservices using Flutter for web systems.,"django, flutter, python",£63 - £69,Ho Chi Minh City,Techcombank IT,Senior,Artificial Intelligence,Full-Time,2022-01-11,63,69,2022-01,66.0
API Developer,Integrate APIs and microservices using Django for web systems.,"django, flutter",£29 - £43,Ho Chi Minh City,FPT Software,Entry-Level,Web Development,Full-Time,2022-05-11,29,43,2022-05,36.0
DevOps Engineer,Create responsive front-end interfaces with Spring for modern web apps.,"java, pandas, spring",£64 - £74,Ho Chi Minh City,VNG,Senior,Mobile Development,Full-Time,2022-09-03,64,74,2022-09,69.0
DevOps Engineer,Integrate APIs and microservices using Spring for web systems.,"spring, sql",£64 - £69,Hanoi,Zalo,Senior,Data Science,Contract-Type,2022-04-05,64,69,2022-04,66.5
Java Backend Developer,Develop and maintain web applications using Java for client projects.,"azure, flutter, java, python",£34 - £40,Da Nang,TMA Solutions,Mid-Level,Web Development,Full-Time,2022-01-14,34,40,2022-01,37.0
DevOps Engineer,Build full stack solutions using Azure to enhance user experience.,"azure, node.js",£41 - £56,Ho Chi Minh City,CMC Global,Mid-Level,Cybersecurity,Part-Time,2022-12-05,41,56,2022-12,48.5
API Developer,Create responsive front-end interfaces with Spring for modern web apps.,"azure, spring",£34 - £40,Ho Chi Minh City,Viettel Solutions,Mid-Level,Data Science,Full-Time,2022-06-30,34,40,2022-06,37.0
Full Stack Web Developer,Integrate APIs and microservices using Java for web systems.,"azure, java, python, spring",£42 - £52,Hanoi,Haravan,Mid-Level,Cloud Computing,Full-Time,2022-02-23,42,52,2022-02,47.0
Machine Learning Engineer,Design scalable backend systems with React to support web platforms.,"aws, react",£25 - £35,Remote,Tiki,Entry-Level,Software Development,Part-Time,2022-01-02,25,35,2022-01,30.0
Data Scientist,Design scalable backend systems with Python to support web platforms.,"kubernetes, python, react, sql",£27 - £33,Ho Chi Minh City,Shopee Vietnam,Entry-Level,Data Science,Full-Time,2022-03-23,27,33,2022-03,30.0
Full Stack Web Developer,Build full stack solutions using AWS to enhance user experience.,"aws, react",£26 - £31,Ho Chi Minh City,Tiki,Entry-Level,Cybersecurity,Full-Time,2022-07-03,26,31,2022-07,28.5
API Developer,Lead development of web and full stack projects utilizing Python.,"azure, java, python",£59 - £69,Da Nang,NashTech,Senior,IT Infrastructure,Contract-Type,2022-03-29,59,69,2022-03,64.0
DevOps Engineer,Design scalable backend systems with Pandas to support web platforms.,"node.js, pandas, react",£25 - £40,Hanoi,Zalo,Entry-Level,IT Infrastructure,Full-Time,2022-07-20,25,40,2022-07,32.5
Machine Learning Engineer,Lead development of web and full stack projects utilizing Kubernetes.,"azure, flutter, kubernetes, spring",£26 - £38,Ho Chi Minh City,FPT Software,Entry-Level,Artificial Intelligence,Part-Time,2022-06-17,26,38,2022-06,32.0
API Developer,Build full stack solutions using Pandas to enhance user experience.,"aws, pandas, python, spring",£61 - £71,Ho Chi Minh City,KMS Technology,Senior,Cybersecurity,Full-Time,2022-11-27,61,71,2022-11,66.0
Web Developer,Build full stack solutions using Node.js to enhance user experience.,"django, flutter, node.js, sql",£33 - £38,Hanoi,Shopee Vietnam,Mid-Level,Web Development,Contract-Type,2022-10-28,33,38,2022-10,35.5
Cybersecurity Analyst,Design scalable backend systems with Spring to support web platforms.,"azure, spring",£65 - £75,Hanoi,Haravan,Senior,Mobile Development,Full-Time,2022-05-01,65,75,2022-05,70.0
Machine Learning Engineer,Lead development of web and full stack projects utilizing Node.js.,"java, node.js, sql",£37 - £49,Ho Chi Minh City,Tiki,Mid-Level,IT Infrastructure,Full-Time,2022-11-04,37,49,2022-11,43.0
Data Scientist,Integrate APIs and microservices using Python for web systems.,"kubernetes, node.js, python, react",£52 - £63,Hue,VNG,Senior,Data Science,Full-Time,2022-06-08,52,63,2022-06,57.5
Cybersecurity Analyst,Develop and maintain web applications using Django for client projects.,"aws, django, react, sql",£51 - £61,Da Nang,VinAI,Senior,Cybersecurity,Full-Time,2022-11-23,51,61,2022-11,56.0
DevOps Engineer,Develop and maintain web applications using Kubernetes for client projects.,"flutter, java, kubernetes, pandas",£32 - £42,Hanoi,VinAI,Mid-Level,Data Science,Full-Time,2022-08-13,32,42,2022-08,37.0
Full Stack Web Developer,Lead development of web and full stack projects utilizing React.,"azure, java, python, react",£58 - £69,Hanoi,Tiki,Senior,IT Infrastructure,Full-Time,2022-12-05,58,69,2022-12,63.5
Data Scientist,Lead development of web and full stack projects utilizing Azure.,"azure, react",£22 - £32,Ho Chi Minh City,Haravan,Entry-Level,Data Science,Full-Time,2022-10-12,22,32,2022-10,27.0
Data Scientist,Integrate APIs and microservices using AWS for web systems.,"aws, django, flutter",£24 - £32,Da Nang,Techcombank IT,Entry-Level,IT Infrastructure,Full-Time,2022-08-06,24,32,2022-08,28.0
Java Backend Developer,Develop and maintain web applications using Python for client projects.,"node.js, python",£33 - £38,Hanoi,VinAI,Mid-Level,Artificial Intelligence,Full-Time,2022-07-07,33,38,2022-07,35.5
Web Developer,Create responsive front-end interfaces with Django for modern web apps.,"django, spring",£41 - £54,Hanoi,Nexlify Vietnam,Mid-Level,Software Development,Part-Time,2022-03-09,41,54,2022-03,47.5
Data Scientist,Lead development of web and full stack projects utilizing Pandas.,"node.js, pandas",£25 - £37,Hanoi,Grab Vietnam,Entry-Level,Cloud Computing,Full-Time,2022-09-27,25,37,2022-09,31.0
Full Stack Web Developer,Build full stack solutions using Kubernetes to enhance user experience.,"django, kubernetes, react, spring",£59 - £67,Hanoi,TMA Solutions,Senior,Web Development,Full-Time,2022-05-05,59,67,2022-05,63.0
DevOps Engineer,Build full stack solutions using AWS to enhance user experience.,"aws, node.js, spring",£30 - £42,Hanoi,Shopee Vietnam,Entry-Level,Cloud Computing,Full-Time,2022-09-16,30,42,2022-09,36.0
Full Stack Web Developer,Build full stack solutions using React to enhance user experience.,"azure, react, sql",£15 - £29,Da Nang,Haravan,Entry-Level,Software Development,Full-Time,2022-03-22,15,29,2022-03,22.0
API Developer,Create responsive front-end interfaces with Azure for modern web apps.,"azure, spring",£58 - £70,Ho Chi Minh City,Haravan,Senior,Artificial Intelligence,Full-Time,2022-08-08,58,70,2022-08,64.0
Web Developer,Design scalable backend systems with Java to support web platforms.,"java, react",£60 - £69,Ho Chi Minh City,Techcombank IT,Senior,Cybersecurity,Full-Time,2022-02-07,60,69,2022-02,64.5
Java Backend Developer,Lead development of web and full stack projects utilizing AWS.,"aws, flutter, pandas",£27 - £39,Hanoi,Techcombank IT,Entry-Level,Mobile Development,Full-Time,2022-08-28,27,39,2022-08,33.0
Web Developer,Develop and maintain web applications using Flutter for client projects.,"flutter, python",£59 - £65,Remote,VNG,Senior,Cybersecurity,Full-Time,2022-06-29,59,65,2022-06,62.0
Web Developer,Design scalable backend systems with Kubernetes to support web platforms.,"aws, kubernetes, spring",£28 - £33,Ho Chi Minh City,Tiki,Entry-Level,Data Science,Part-Time,2022-02-21,28,33,2022-02,30.5
Web Developer,Create responsive front-end interfaces with SQL for modern web apps.,"django, sql",£42 - £49,Hanoi,VinAI,Mid-Level,Artificial Intelligence,Contract-Type,2022-10-13,42,49,2022-10,45.5
DevOps Engineer,Lead development of web and full stack projects utilizing Python.,"kubernetes, python, spring",£19 - £27,Hai Phong,TMA Solutions,Entry-Level,Web Development,Full-Time,2022-07-29,19,27,2022-07,23.0
DevOps Engineer,Integrate APIs and microservices using SQL for web systems.,"django, sql",£58 - £67,Ho Chi Minh City,VinAI,Senior,Cloud Computing,Full-Time,2022-09-22,58,67,2022-09,62.5
Full Stack Web Developer,Design scalable backend systems with Pandas to support web platforms.,"pandas, python",£24 - £35,Hanoi,Techcombank IT,Entry-Level,Mobile Development,Full-Time,2022-05-08,24,35,2022-05,29.5
