Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary,JobID,All,Job Description	
FullStackWebDeveloper,Createresponsivefront-endinterfaceswithKubernetesformodernwebapps.,"azure,flutter,kubernetes,sql",£33-£43,Hanoi,KMSTechnology,Mid-Level,MobileDevelopment,Full-Time,2022-07-26,33,43,2022-07,38.0,5252,"FullStackWebDeveloper,Createresponsivefront-endinterfaceswithKubernetesformodernwebapps.,azure,flutter,kubernetes,sql,£33-£43,Hanoi,KMSTechnology,Mid-Level,MobileDevelopment,Full-Time,2022-07-26,33,43,2022-07,38.0,5252",5252
CybersecurityAnalyst,DevelopandmaintainwebapplicationsusingPythonforclientprojects.,"azure,django,node.js,python",£63-£68,HoChiMinhCity,NexlifyVietnam,Senior,CloudComputing,Full-Time,2022-10-07,63,68,2022-10,65.5,5253,"CybersecurityAnalyst,DevelopandmaintainwebapplicationsusingPythonforclientprojects.,azure,django,node.js,python,£63-£68,HoChiMinhCity,NexlifyVietnam,Senior,CloudComputing,Full-Time,2022-10-07,63,68,2022-10,65.5,5253",5253
DevOpsEngineer,BuildfullstacksolutionsusingKubernetestoenhanceuserexperience.,"flutter,java,kubernetes",£19-£33,Remote,Zalo,Entry-Level,MobileDevelopment,Full-Time,2022-11-26,19,33,2022-11,26.0,5254,"DevOpsEngineer,BuildfullstacksolutionsusingKubernetestoenhanceuserexperience.,flutter,java,kubernetes,£19-£33,Remote,Zalo,Entry-Level,MobileDevelopment,Full-Time,2022-11-26,19,33,2022-11,26.0,5254",5254
FullStackWebDeveloper,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,"aws,django,node.js",£33-£46,CanTho,NashTech,Mid-Level,ITInfrastructure,Full-Time,2022-07-07,33,46,2022-07,39.5,5255,"FullStackWebDeveloper,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,aws,django,node.js,£33-£46,CanTho,NashTech,Mid-Level,ITInfrastructure,Full-Time,2022-07-07,33,46,2022-07,39.5,5255",5255
APIDeveloper,BuildfullstacksolutionsusingAzuretoenhanceuserexperience.,"azure,java",£20-£29,DaNang,TMASolutions,Entry-Level,WebDevelopment,Full-Time,2022-05-05,20,29,2022-05,24.5,5256,"APIDeveloper,BuildfullstacksolutionsusingAzuretoenhanceuserexperience.,azure,java,£20-£29,DaNang,TMASolutions,Entry-Level,WebDevelopment,Full-Time,2022-05-05,20,29,2022-05,24.5,5256",5256
MachineLearningEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,"flutter,node.js,sql",£29-£39,Hanoi,KMSTechnology,Entry-Level,ITInfrastructure,Full-Time,2022-02-03,29,39,2022-02,34.0,5257,"MachineLearningEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,flutter,node.js,sql,£29-£39,Hanoi,KMSTechnology,Entry-Level,ITInfrastructure,Full-Time,2022-02-03,29,39,2022-02,34.0,5257",5257
FullStackWebDeveloper,DevelopandmaintainwebapplicationsusingReactforclientprojects.,"django,node.js,react,spring",£34-£49,Hanoi,NashTech,Mid-Level,Cybersecurity,Full-Time,2022-02-18,34,49,2022-02,41.5,5258,"FullStackWebDeveloper,DevelopandmaintainwebapplicationsusingReactforclientprojects.,django,node.js,react,spring,£34-£49,Hanoi,NashTech,Mid-Level,Cybersecurity,Full-Time,2022-02-18,34,49,2022-02,41.5,5258",5258
APIDeveloper,IntegrateAPIsandmicroservicesusingNode.jsforwebsystems.,"flutter,node.js",£34-£49,DaNang,ViettelSolutions,Mid-Level,MobileDevelopment,Full-Time,2022-04-13,34,49,2022-04,41.5,5259,"APIDeveloper,IntegrateAPIsandmicroservicesusingNode.jsforwebsystems.,flutter,node.js,£34-£49,DaNang,ViettelSolutions,Mid-Level,MobileDevelopment,Full-Time,2022-04-13,34,49,2022-04,41.5,5259",5259
CybersecurityAnalyst,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,"django,flutter,node.js",£20-£28,HoChiMinhCity,TechcombankIT,Entry-Level,Cybersecurity,Full-Time,2022-05-16,20,28,2022-05,24.0,5260,"CybersecurityAnalyst,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,django,flutter,node.js,£20-£28,HoChiMinhCity,TechcombankIT,Entry-Level,Cybersecurity,Full-Time,2022-05-16,20,28,2022-05,24.0,5260",5260
FullStackWebDeveloper,OptimizeJava-basedwebapplicationswithReactforperformance.,"java,node.js,react",£57-£65,QuyNhon,TMASolutions,Senior,WebDevelopment,Full-Time,2022-07-23,57,65,2022-07,61.0,5261,"FullStackWebDeveloper,OptimizeJava-basedwebapplicationswithReactforperformance.,java,node.js,react,£57-£65,QuyNhon,TMASolutions,Senior,WebDevelopment,Full-Time,2022-07-23,57,65,2022-07,61.0,5261",5261
MachineLearningEngineer,BuildfullstacksolutionsusingSpringtoenhanceuserexperience.,"django,spring",£21-£28,Hanoi,Zalo,Entry-Level,MobileDevelopment,Part-Time,2022-06-12,21,28,2022-06,24.5,5262,"MachineLearningEngineer,BuildfullstacksolutionsusingSpringtoenhanceuserexperience.,django,spring,£21-£28,Hanoi,Zalo,Entry-Level,MobileDevelopment,Part-Time,2022-06-12,21,28,2022-06,24.5,5262",5262
JavaBackendDeveloper,Createresponsivefront-endinterfaceswithReactformodernwebapps.,"java,node.js,react,spring",£18-£25,Remote,VinAI,Entry-Level,Cybersecurity,Full-Time,2022-10-11,18,25,2022-10,21.5,5263,"JavaBackendDeveloper,Createresponsivefront-endinterfaceswithReactformodernwebapps.,java,node.js,react,spring,£18-£25,Remote,VinAI,Entry-Level,Cybersecurity,Full-Time,2022-10-11,18,25,2022-10,21.5,5263",5263
JavaBackendDeveloper,DesignscalablebackendsystemswithSQLtosupportwebplatforms.,"azure,kubernetes,sql",£65-£73,Hanoi,ViettelSolutions,Senior,ArtificialIntelligence,Full-Time,2022-11-05,65,73,2022-11,69.0,5264,"JavaBackendDeveloper,DesignscalablebackendsystemswithSQLtosupportwebplatforms.,azure,kubernetes,sql,£65-£73,Hanoi,ViettelSolutions,Senior,ArtificialIntelligence,Full-Time,2022-11-05,65,73,2022-11,69.0,5264",5264
MachineLearningEngineer,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,"aws,node.js,sql",£55-£62,Hanoi,NexlifyVietnam,Senior,MobileDevelopment,Full-Time,2022-04-20,55,62,2022-04,58.5,5265,"MachineLearningEngineer,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,aws,node.js,sql,£55-£62,Hanoi,NexlifyVietnam,Senior,MobileDevelopment,Full-Time,2022-04-20,55,62,2022-04,58.5,5265",5265
WebDeveloper,IntegrateAPIsandmicroservicesusingAzureforwebsystems.,"azure,flutter,sql",£32-£43,HoChiMinhCity,VNG,Mid-Level,ArtificialIntelligence,Contract-Type,2022-11-28,32,43,2022-11,37.5,5266,"WebDeveloper,IntegrateAPIsandmicroservicesusingAzureforwebsystems.,azure,flutter,sql,£32-£43,HoChiMinhCity,VNG,Mid-Level,ArtificialIntelligence,Contract-Type,2022-11-28,32,43,2022-11,37.5,5266",5266
JavaBackendDeveloper,Createresponsivefront-endinterfaceswithReactformodernwebapps.,"java,node.js,react",£23-£32,HoChiMinhCity,TechcombankIT,Entry-Level,ITInfrastructure,Contract-Type,2022-12-18,23,32,2022-12,27.5,5267,"JavaBackendDeveloper,Createresponsivefront-endinterfaceswithReactformodernwebapps.,java,node.js,react,£23-£32,HoChiMinhCity,TechcombankIT,Entry-Level,ITInfrastructure,Contract-Type,2022-12-18,23,32,2022-12,27.5,5267",5267
FullStackWebDeveloper,DesignscalablebackendsystemswithPandastosupportwebplatforms.,"flutter,pandas",£25-£33,HoChiMinhCity,NashTech,Entry-Level,CloudComputing,Part-Time,2022-10-14,25,33,2022-10,29.0,5268,"FullStackWebDeveloper,DesignscalablebackendsystemswithPandastosupportwebplatforms.,flutter,pandas,£25-£33,HoChiMinhCity,NashTech,Entry-Level,CloudComputing,Part-Time,2022-10-14,25,33,2022-10,29.0,5268",5268
DataScientist,DevelopandmaintainwebapplicationsusingAWSforclientprojects.,"aws,kubernetes,react",£62-£76,HoChiMinhCity,NashTech,Senior,ArtificialIntelligence,Full-Time,2022-05-28,62,76,2022-05,69.0,5269,"DataScientist,DevelopandmaintainwebapplicationsusingAWSforclientprojects.,aws,kubernetes,react,£62-£76,HoChiMinhCity,NashTech,Senior,ArtificialIntelligence,Full-Time,2022-05-28,62,76,2022-05,69.0,5269",5269
MachineLearningEngineer,Createresponsivefront-endinterfaceswithAWSformodernwebapps.,"aws,django,node.js,python",£64-£76,HoChiMinhCity,Tiki,Senior,Cybersecurity,Full-Time,2022-01-05,64,76,2022-01,70.0,5270,"MachineLearningEngineer,Createresponsivefront-endinterfaceswithAWSformodernwebapps.,aws,django,node.js,python,£64-£76,HoChiMinhCity,Tiki,Senior,Cybersecurity,Full-Time,2022-01-05,64,76,2022-01,70.0,5270",5270
APIDeveloper,BuildfullstacksolutionsusingKubernetestoenhanceuserexperience.,"aws,azure,kubernetes",£60-£73,Remote,GrabVietnam,Senior,DataScience,Full-Time,2022-06-30,60,73,2022-06,66.5,5271,"APIDeveloper,BuildfullstacksolutionsusingKubernetestoenhanceuserexperience.,aws,azure,kubernetes,£60-£73,Remote,GrabVietnam,Senior,DataScience,Full-Time,2022-06-30,60,73,2022-06,66.5,5271",5271
DataScientist,LeaddevelopmentofwebandfullstackprojectsutilizingAzure.,"azure,kubernetes",£27-£39,HoChiMinhCity,Tiki,Entry-Level,WebDevelopment,Part-Time,2022-09-15,27,39,2022-09,33.0,5272,"DataScientist,LeaddevelopmentofwebandfullstackprojectsutilizingAzure.,azure,kubernetes,£27-£39,HoChiMinhCity,Tiki,Entry-Level,WebDevelopment,Part-Time,2022-09-15,27,39,2022-09,33.0,5272",5272
MachineLearningEngineer,Createresponsivefront-endinterfaceswithSpringformodernwebapps.,"flutter,spring",£19-£26,Remote,FPTSoftware,Entry-Level,DataScience,Part-Time,2022-06-27,19,26,2022-06,22.5,5273,"MachineLearningEngineer,Createresponsivefront-endinterfaceswithSpringformodernwebapps.,flutter,spring,£19-£26,Remote,FPTSoftware,Entry-Level,DataScience,Part-Time,2022-06-27,19,26,2022-06,22.5,5273",5273
CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingAWS.,"aws,kubernetes",£63-£78,HoChiMinhCity,VinAI,Senior,DataScience,Full-Time,2022-12-26,63,78,2022-12,70.5,5274,"CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingAWS.,aws,kubernetes,£63-£78,HoChiMinhCity,VinAI,Senior,DataScience,Full-Time,2022-12-26,63,78,2022-12,70.5,5274",5274
MachineLearningEngineer,IntegrateAPIsandmicroservicesusingFlutterforwebsystems.,"django,flutter,kubernetes",£32-£39,Remote,GrabVietnam,Mid-Level,WebDevelopment,Contract-Type,2022-12-21,32,39,2022-12,35.5,5275,"MachineLearningEngineer,IntegrateAPIsandmicroservicesusingFlutterforwebsystems.,django,flutter,kubernetes,£32-£39,Remote,GrabVietnam,Mid-Level,WebDevelopment,Contract-Type,2022-12-21,32,39,2022-12,35.5,5275",5275
DevOpsEngineer,BuildfullstacksolutionsusingFluttertoenhanceuserexperience.,"flutter,node.js",£28-£34,Hanoi,Tiki,Entry-Level,WebDevelopment,Full-Time,2022-05-05,28,34,2022-05,31.0,5276,"DevOpsEngineer,BuildfullstacksolutionsusingFluttertoenhanceuserexperience.,flutter,node.js,£28-£34,Hanoi,Tiki,Entry-Level,WebDevelopment,Full-Time,2022-05-05,28,34,2022-05,31.0,5276",5276
APIDeveloper,DesignscalablebackendsystemswithJavatosupportwebplatforms.,"django,java,spring,sql",£28-£37,CanTho,VNG,Mid-Level,CloudComputing,Full-Time,2022-10-18,28,37,2022-10,32.5,5277,"APIDeveloper,DesignscalablebackendsystemswithJavatosupportwebplatforms.,django,java,spring,sql,£28-£37,CanTho,VNG,Mid-Level,CloudComputing,Full-Time,2022-10-18,28,37,2022-10,32.5,5277",5277
DevOpsEngineer,DesignscalablebackendsystemswithJavatosupportwebplatforms.,"java,spring",£58-£64,Remote,TechcombankIT,Senior,ITInfrastructure,Full-Time,2022-02-11,58,64,2022-02,61.0,5278,"DevOpsEngineer,DesignscalablebackendsystemswithJavatosupportwebplatforms.,java,spring,£58-£64,Remote,TechcombankIT,Senior,ITInfrastructure,Full-Time,2022-02-11,58,64,2022-02,61.0,5278",5278
JavaBackendDeveloper,OptimizeJava-basedwebapplicationswithPandasforperformance.,"azure,kubernetes,pandas,python",£59-£66,HoChiMinhCity,ShopeeVietnam,Senior,DataScience,Contract-Type,2022-04-10,59,66,2022-04,62.5,5279,"JavaBackendDeveloper,OptimizeJava-basedwebapplicationswithPandasforperformance.,azure,kubernetes,pandas,python,£59-£66,HoChiMinhCity,ShopeeVietnam,Senior,DataScience,Contract-Type,2022-04-10,59,66,2022-04,62.5,5279",5279
DataScientist,BuildfullstacksolutionsusingNode.jstoenhanceuserexperience.,"node.js,react",£61-£71,HoChiMinhCity,NashTech,Senior,ITInfrastructure,Full-Time,2022-08-31,61,71,2022-08,66.0,5280,"DataScientist,BuildfullstacksolutionsusingNode.jstoenhanceuserexperience.,node.js,react,£61-£71,HoChiMinhCity,NashTech,Senior,ITInfrastructure,Full-Time,2022-08-31,61,71,2022-08,66.0,5280",5280
DataScientist,LeaddevelopmentofwebandfullstackprojectsutilizingDjango.,"django,node.js",£30-£38,DaNang,VinAI,Mid-Level,CloudComputing,Part-Time,2022-12-16,30,38,2022-12,34.0,5281,"DataScientist,LeaddevelopmentofwebandfullstackprojectsutilizingDjango.,django,node.js,£30-£38,DaNang,VinAI,Mid-Level,CloudComputing,Part-Time,2022-12-16,30,38,2022-12,34.0,5281",5281
FullStackWebDeveloper,DevelopandmaintainwebapplicationsusingKubernetesforclientprojects.,"flutter,kubernetes,pandas,python",£25-£37,DaNang,NashTech,Entry-Level,DataScience,Full-Time,2022-12-28,25,37,2022-12,31.0,5282,"FullStackWebDeveloper,DevelopandmaintainwebapplicationsusingKubernetesforclientprojects.,flutter,kubernetes,pandas,python,£25-£37,DaNang,NashTech,Entry-Level,DataScience,Full-Time,2022-12-28,25,37,2022-12,31.0,5282",5282
DataScientist,BuildfullstacksolutionsusingFluttertoenhanceuserexperience.,"flutter,node.js,react",£36-£43,Hue,NashTech,Mid-Level,SoftwareDevelopment,Contract-Type,2022-11-09,36,43,2022-11,39.5,5283,"DataScientist,BuildfullstacksolutionsusingFluttertoenhanceuserexperience.,flutter,node.js,react,£36-£43,Hue,NashTech,Mid-Level,SoftwareDevelopment,Contract-Type,2022-11-09,36,43,2022-11,39.5,5283",5283
FullStackWebDeveloper,DevelopandmaintainwebapplicationsusingAWSforclientprojects.,"aws,node.js,pandas",£57-£71,HoChiMinhCity,VinAI,Senior,SoftwareDevelopment,Full-Time,2022-03-24,57,71,2022-03,64.0,5284,"FullStackWebDeveloper,DevelopandmaintainwebapplicationsusingAWSforclientprojects.,aws,node.js,pandas,£57-£71,HoChiMinhCity,VinAI,Senior,SoftwareDevelopment,Full-Time,2022-03-24,57,71,2022-03,64.0,5284",5284
CybersecurityAnalyst,DevelopandmaintainwebapplicationsusingKubernetesforclientprojects.,"azure,kubernetes",£28-£34,Remote,CMCGlobal,Mid-Level,ArtificialIntelligence,Contract-Type,2022-10-24,28,34,2022-10,31.0,5285,"CybersecurityAnalyst,DevelopandmaintainwebapplicationsusingKubernetesforclientprojects.,azure,kubernetes,£28-£34,Remote,CMCGlobal,Mid-Level,ArtificialIntelligence,Contract-Type,2022-10-24,28,34,2022-10,31.0,5285",5285
MachineLearningEngineer,OptimizeJava-basedwebapplicationswithPythonforperformance.,"django,python,sql",£51-£58,Remote,TMASolutions,Senior,DataScience,Full-Time,2022-08-04,51,58,2022-08,54.5,5286,"MachineLearningEngineer,OptimizeJava-basedwebapplicationswithPythonforperformance.,django,python,sql,£51-£58,Remote,TMASolutions,Senior,DataScience,Full-Time,2022-08-04,51,58,2022-08,54.5,5286",5286
JavaBackendDeveloper,IntegrateAPIsandmicroservicesusingJavaforwebsystems.,"aws,flutter,java,react",£52-£67,NhaTrang,Tiki,Senior,MobileDevelopment,Full-Time,2022-01-30,52,67,2022-01,59.5,5287,"JavaBackendDeveloper,IntegrateAPIsandmicroservicesusingJavaforwebsystems.,aws,flutter,java,react,£52-£67,NhaTrang,Tiki,Senior,MobileDevelopment,Full-Time,2022-01-30,52,67,2022-01,59.5,5287",5287
DevOpsEngineer,BuildfullstacksolutionsusingFluttertoenhanceuserexperience.,"flutter,pandas",£41-£56,Hanoi,TechcombankIT,Mid-Level,WebDevelopment,Part-Time,2022-08-14,41,56,2022-08,48.5,5288,"DevOpsEngineer,BuildfullstacksolutionsusingFluttertoenhanceuserexperience.,flutter,pandas,£41-£56,Hanoi,TechcombankIT,Mid-Level,WebDevelopment,Part-Time,2022-08-14,41,56,2022-08,48.5,5288",5288
DataScientist,IntegrateAPIsandmicroservicesusingKubernetesforwebsystems.,"aws,kubernetes,node.js,sql",£35-£48,Remote,VinAI,Mid-Level,WebDevelopment,Full-Time,2022-12-04,35,48,2022-12,41.5,5289,"DataScientist,IntegrateAPIsandmicroservicesusingKubernetesforwebsystems.,aws,kubernetes,node.js,sql,£35-£48,Remote,VinAI,Mid-Level,WebDevelopment,Full-Time,2022-12-04,35,48,2022-12,41.5,5289",5289
JavaBackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingAWS.,"aws,kubernetes,python",£20-£32,CanTho,CMCGlobal,Entry-Level,Cybersecurity,Full-Time,2022-12-18,20,32,2022-12,26.0,5290,"JavaBackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingAWS.,aws,kubernetes,python,£20-£32,CanTho,CMCGlobal,Entry-Level,Cybersecurity,Full-Time,2022-12-18,20,32,2022-12,26.0,5290",5290
DevOpsEngineer,DevelopandmaintainwebapplicationsusingAzureforclientprojects.,"aws,azure,pandas,python",£59-£67,Hue,Zalo,Senior,ITInfrastructure,Full-Time,2022-09-15,59,67,2022-09,63.0,5291,"DevOpsEngineer,DevelopandmaintainwebapplicationsusingAzureforclientprojects.,aws,azure,pandas,python,£59-£67,Hue,Zalo,Senior,ITInfrastructure,Full-Time,2022-09-15,59,67,2022-09,63.0,5291",5291
WebDeveloper,BuildfullstacksolutionsusingReacttoenhanceuserexperience.,"kubernetes,node.js,react,sql",£28-£35,Hanoi,Tiki,Entry-Level,ArtificialIntelligence,Contract-Type,2022-04-14,28,35,2022-04,31.5,5292,"WebDeveloper,BuildfullstacksolutionsusingReacttoenhanceuserexperience.,kubernetes,node.js,react,sql,£28-£35,Hanoi,Tiki,Entry-Level,ArtificialIntelligence,Contract-Type,2022-04-14,28,35,2022-04,31.5,5292",5292
WebDeveloper,OptimizeJava-basedwebapplicationswithFlutterforperformance.,"flutter,java,react,spring",£20-£35,Hanoi,Tiki,Entry-Level,DataScience,Full-Time,2022-02-12,20,35,2022-02,27.5,5293,"WebDeveloper,OptimizeJava-basedwebapplicationswithFlutterforperformance.,flutter,java,react,spring,£20-£35,Hanoi,Tiki,Entry-Level,DataScience,Full-Time,2022-02-12,20,35,2022-02,27.5,5293",5293
DataScientist,DesignscalablebackendsystemswithNode.jstosupportwebplatforms.,"flutter,kubernetes,node.js,spring",£65-£77,Hanoi,CMCGlobal,Senior,ArtificialIntelligence,Full-Time,2022-06-24,65,77,2022-06,71.0,5294,"DataScientist,DesignscalablebackendsystemswithNode.jstosupportwebplatforms.,flutter,kubernetes,node.js,spring,£65-£77,Hanoi,CMCGlobal,Senior,ArtificialIntelligence,Full-Time,2022-06-24,65,77,2022-06,71.0,5294",5294
JavaBackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,"aws,node.js,react",£26-£37,HoChiMinhCity,AxonActive,Entry-Level,SoftwareDevelopment,Contract-Type,2022-11-19,26,37,2022-11,31.5,5295,"JavaBackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,aws,node.js,react,£26-£37,HoChiMinhCity,AxonActive,Entry-Level,SoftwareDevelopment,Contract-Type,2022-11-19,26,37,2022-11,31.5,5295",5295
DevOpsEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,"aws,node.js,pandas,sql",£59-£67,Hanoi,VinAI,Senior,ITInfrastructure,Part-Time,2022-06-28,59,67,2022-06,63.0,5296,"DevOpsEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,aws,node.js,pandas,sql,£59-£67,Hanoi,VinAI,Senior,ITInfrastructure,Part-Time,2022-06-28,59,67,2022-06,63.0,5296",5296
CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingJava.,"aws,azure,java,pandas",£27-£35,Hanoi,NashTech,Entry-Level,WebDevelopment,Full-Time,2022-06-25,27,35,2022-06,31.0,5297,"CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingJava.,aws,azure,java,pandas,£27-£35,Hanoi,NashTech,Entry-Level,WebDevelopment,Full-Time,2022-06-25,27,35,2022-06,31.0,5297",5297
WebDeveloper,DesignscalablebackendsystemswithSpringtosupportwebplatforms.,"azure,spring",£56-£64,Hanoi,ShopeeVietnam,Senior,DataScience,Full-Time,2022-07-30,56,64,2022-07,60.0,5298,"WebDeveloper,DesignscalablebackendsystemswithSpringtosupportwebplatforms.,azure,spring,£56-£64,Hanoi,ShopeeVietnam,Senior,DataScience,Full-Time,2022-07-30,56,64,2022-07,60.0,5298",5298
JavaBackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingSpring.,"django,spring",£30-£38,DaNang,TMASolutions,Mid-Level,DataScience,Full-Time,2022-01-01,30,38,2022-01,34.0,5299,"JavaBackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingSpring.,django,spring,£30-£38,DaNang,TMASolutions,Mid-Level,DataScience,Full-Time,2022-01-01,30,38,2022-01,34.0,5299",5299
FullStackWebDeveloper,IntegrateAPIsandmicroservicesusingFlutterforwebsystems.,"azure,flutter,sql",£53-£64,CanTho,CMCGlobal,Senior,WebDevelopment,Contract-Type,2022-12-17,53,64,2022-12,58.5,5300,"FullStackWebDeveloper,IntegrateAPIsandmicroservicesusingFlutterforwebsystems.,azure,flutter,sql,£53-£64,CanTho,CMCGlobal,Senior,WebDevelopment,Contract-Type,2022-12-17,53,64,2022-12,58.5,5300",5300
JavaBackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingReact.,"django,pandas,react",£52-£67,Remote,KMSTechnology,Senior,CloudComputing,Part-Time,2022-08-07,52,67,2022-08,59.5,5301,"JavaBackendDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingReact.,django,pandas,react,£52-£67,Remote,KMSTechnology,Senior,CloudComputing,Part-Time,2022-08-07,52,67,2022-08,59.5,5301",5301
WebDeveloper,Createresponsivefront-endinterfaceswithAzureformodernwebapps.,"azure,django,java,spring",£27-£41,Hanoi,Tiki,Entry-Level,SoftwareDevelopment,Full-Time,2022-02-09,27,41,2022-02,34.0,5302,"WebDeveloper,Createresponsivefront-endinterfaceswithAzureformodernwebapps.,azure,django,java,spring,£27-£41,Hanoi,Tiki,Entry-Level,SoftwareDevelopment,Full-Time,2022-02-09,27,41,2022-02,34.0,5302",5302
APIDeveloper,Createresponsivefront-endinterfaceswithKubernetesformodernwebapps.,"django,flutter,kubernetes,node.js",£51-£59,Hue,KMSTechnology,Senior,Cybersecurity,Part-Time,2022-04-06,51,59,2022-04,55.0,5303,"APIDeveloper,Createresponsivefront-endinterfaceswithKubernetesformodernwebapps.,django,flutter,kubernetes,node.js,£51-£59,Hue,KMSTechnology,Senior,Cybersecurity,Part-Time,2022-04-06,51,59,2022-04,55.0,5303",5303
MachineLearningEngineer,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,"aws,java,node.js,pandas",£62-£75,HoChiMinhCity,KMSTechnology,Senior,WebDevelopment,Full-Time,2022-06-24,62,75,2022-06,68.5,5304,"MachineLearningEngineer,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,aws,java,node.js,pandas,£62-£75,HoChiMinhCity,KMSTechnology,Senior,WebDevelopment,Full-Time,2022-06-24,62,75,2022-06,68.5,5304",5304
APIDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingDjango.,"django,node.js",£32-£45,Hanoi,VNG,Mid-Level,DataScience,Full-Time,2022-08-23,32,45,2022-08,38.5,5305,"APIDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingDjango.,django,node.js,£32-£45,Hanoi,VNG,Mid-Level,DataScience,Full-Time,2022-08-23,32,45,2022-08,38.5,5305",5305
CybersecurityAnalyst,IntegrateAPIsandmicroservicesusingPandasforwebsystems.,"django,pandas",£18-£29,Remote,TMASolutions,Entry-Level,Cybersecurity,Full-Time,2022-07-22,18,29,2022-07,23.5,5306,"CybersecurityAnalyst,IntegrateAPIsandmicroservicesusingPandasforwebsystems.,django,pandas,£18-£29,Remote,TMASolutions,Entry-Level,Cybersecurity,Full-Time,2022-07-22,18,29,2022-07,23.5,5306",5306
DataScientist,IntegrateAPIsandmicroservicesusingAWSforwebsystems.,"aws,java,python",£27-£38,Hanoi,GrabVietnam,Entry-Level,SoftwareDevelopment,Full-Time,2022-08-02,27,38,2022-08,32.5,5307,"DataScientist,IntegrateAPIsandmicroservicesusingAWSforwebsystems.,aws,java,python,£27-£38,Hanoi,GrabVietnam,Entry-Level,SoftwareDevelopment,Full-Time,2022-08-02,27,38,2022-08,32.5,5307",5307
CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,"azure,node.js,python,sql",£21-£27,Remote,FPTSoftware,Entry-Level,ITInfrastructure,Contract-Type,2022-03-15,21,27,2022-03,24.0,5308,"CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,azure,node.js,python,sql,£21-£27,Remote,FPTSoftware,Entry-Level,ITInfrastructure,Contract-Type,2022-03-15,21,27,2022-03,24.0,5308",5308
CybersecurityAnalyst,OptimizeJava-basedwebapplicationswithJavaforperformance.,"django,java,pandas,spring",£56-£65,DaNang,KMSTechnology,Senior,DataScience,Full-Time,2022-01-18,56,65,2022-01,60.5,5309,"CybersecurityAnalyst,OptimizeJava-basedwebapplicationswithJavaforperformance.,django,java,pandas,spring,£56-£65,DaNang,KMSTechnology,Senior,DataScience,Full-Time,2022-01-18,56,65,2022-01,60.5,5309",5309
CybersecurityAnalyst,IntegrateAPIsandmicroservicesusingSQLforwebsystems.,"flutter,sql",£27-£33,HoChiMinhCity,Haravan,Entry-Level,MobileDevelopment,Full-Time,2022-11-26,27,33,2022-11,30.0,5310,"CybersecurityAnalyst,IntegrateAPIsandmicroservicesusingSQLforwebsystems.,flutter,sql,£27-£33,HoChiMinhCity,Haravan,Entry-Level,MobileDevelopment,Full-Time,2022-11-26,27,33,2022-11,30.0,5310",5310
APIDeveloper,DevelopandmaintainwebapplicationsusingPythonforclientprojects.,"azure,python",£52-£67,DaNang,Haravan,Senior,ITInfrastructure,Full-Time,2022-03-14,52,67,2022-03,59.5,5311,"APIDeveloper,DevelopandmaintainwebapplicationsusingPythonforclientprojects.,azure,python,£52-£67,DaNang,Haravan,Senior,ITInfrastructure,Full-Time,2022-03-14,52,67,2022-03,59.5,5311",5311
DataScientist,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,"node.js,spring,sql",£28-£38,Remote,ViettelSolutions,Mid-Level,ArtificialIntelligence,Full-Time,2022-07-07,28,38,2022-07,33.0,5312,"DataScientist,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,node.js,spring,sql,£28-£38,Remote,ViettelSolutions,Mid-Level,ArtificialIntelligence,Full-Time,2022-07-07,28,38,2022-07,33.0,5312",5312
